combo_id,hand,canonical,card1,card2,rank1,rank2,suit1,suit2,is_suited,is_pair,hand_type,combos_in_class,equity_vs_random_pct,win_rate_pct,tie_rate_pct,equity_vs_top10pct,equity_vs_top25pct,playability_score,tier,gto_open_action
165,Ah9c,A9o,Ah,9c,A,9,h,c,0,0,offsuit,12,60.77,60.05,1.45,43.60,49.00,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
166,Ad9c,A9o,Ad,9c,A,9,d,c,0,0,offsuit,12,60.77,60.05,1.45,43.60,49.00,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
167,KhJs,KJo,Kh,Js,K,J,h,s,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
168,KdJs,KJo,Kd,Js,K,J,d,s,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
169,KcJs,KJo,Kc,Js,K,J,c,s,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
170,KsJh,KJo,Ks,Jh,K,J,s,h,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
171,KdJh,KJo,Kd,Jh,K,J,d,h,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
172,KcJh,KJo,Kc,Jh,K,J,c,h,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
173,KsJd,KJo,Ks,Jd,K,J,s,d,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
174,KhJd,KJo,Kh,Jd,K,J,h,d,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
175,KcJd,KJo,Kc,Jd,K,J,c,d,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
176,KsJc,KJo,Ks,Jc,K,J,s,c,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
177,KhJc,KJo,Kh,Jc,K,J,h,c,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
178,KdJc,KJo,Kd,Jc,K,J,d,c,0,0,offsuit,12,60.50,59.77,1.45,46.20,51.80,7.2,Tier 3 (Playable),Open (CO/BTN only)
179,As5s,A5s,As,5s,A,5,s,s,1,0,suited,4,60.40,59.80,1.20,41.50,47.90,8.0,Tier 2 (Strong),Open (MP/CO/BTN)
180,Ah5h,A5s,Ah,5h,A,5,h,h,1,0,suited,4,60.40,59.80,1.20,41.50,47.90,8.0,Tier 2 (Strong),Open (MP/CO/BTN)
181,Ad5d,A5s,Ad,5d,A,5,d,d,1,0,suited,4,60.40,59.80,1.20,41.50,47.90,8.0,Tier 2 (Strong),Open (MP/CO/BTN)
182,Ac5c,A5s,Ac,5c,A,5,c,c,1,0,suited,4,60.40,59.80,1.20,41.50,47.90,8.0,Tier 2 (Strong),Open (MP/CO/BTN)
183,5s5h,55,5s,5h,5,5,s,h,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
184,5s5d,55,5s,5d,5,5,s,d,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
185,5s5c,55,5s,5c,5,5,s,c,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
186,5h5d,55,5h,5d,5,5,h,d,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
187,5h5c,55,5h,5c,5,5,h,c,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
188,5d5c,55,5d,5c,5,5,d,c,0,1,pair,6,60.34,59.92,0.85,37.10,44.50,6.8,Tier 3 (Playable),Open (CO/BTN only)
189,QsJs,QJs,Qs,Js,Q,J,s,s,1,0,suited,4,60.33,59.73,1.20,46.10,52.10,8.4,Tier 2 (Strong),Open (MP/CO/BTN)
190,QhJh,QJs,Qh,Jh,Q,J,h,h,1,0,suited,4,60.33,59.73,1.20,46.10,52.10,8.4,Tier 2 (Strong),Open (MP/CO/BTN)
191,QdJd,QJs,Qd,Jd,Q,J,d,d,1,0,suited,4,60.33,59.73,1.20,46.10,52.10,8.4,Tier 2 (Strong),Open (MP/CO/BTN)
192,QcJc,QJs,Qc,Jc,Q,J,c,c,1,0,suited,4,60.33,59.73,1.20,46.10,52.10,8.4,Tier 2 (Strong),Open (MP/CO/BTN)
193,As6s,A6s,As,6s,A,6,s,s,1,0,suited,4,60.03,59.43,1.20,40.40,46.80,7.2,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
194,Ah6h,A6s,Ah,6h,A,6,h,h,1,0,suited,4,60.03,59.43,1.20,40.40,46.80,7.2,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
195,Ad6d,A6s,Ad,6d,A,6,d,d,1,0,suited,4,60.03,59.43,1.20,40.40,46.80,7.2,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
196,Ac6c,A6s,Ac,6c,A,6,c,c,1,0,suited,4,60.03,59.43,1.20,40.40,46.80,7.2,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
197,Ks9s,K9s,Ks,9s,K,9,s,s,1,0,suited,4,59.85,59.25,1.20,41.50,48.00,7.4,Tier 3 (Playable),Open (CO/BTN only)
198,Kh9h,K9s,Kh,9h,K,9,h,h,1,0,suited,4,59.85,59.25,1.20,41.50,48.00,7.4,Tier 3 (Playable),Open (CO/BTN only)
199,Kd9d,K9s,Kd,9d,K,9,d,d,1,0,suited,4,59.85,59.25,1.20,41.50,48.00,7.4,Tier 3 (Playable),Open (CO/BTN only)
200,Kc9c,K9s,Kc,9c,K,9,c,c,1,0,suited,4,59.85,59.25,1.20,41.50,48.00,7.4,Tier 3 (Playable),Open (CO/BTN only)
201,Ah8s,A8o,Ah,8s,A,8,h,s,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
202,Ad8s,A8o,Ad,8s,A,8,d,s,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
203,Ac8s,A8o,Ac,8s,A,8,c,s,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
204,As8h,A8o,As,8h,A,8,s,h,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
205,Ad8h,A8o,Ad,8h,A,8,d,h,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
206,Ac8h,A8o,Ac,8h,A,8,c,h,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
207,As8d,A8o,As,8d,A,8,s,d,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
208,Ah8d,A8o,Ah,8d,A,8,h,d,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
209,Ac8d,A8o,Ac,8d,A,8,c,d,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
210,As8c,A8o,As,8c,A,8,s,c,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
211,Ah8c,A8o,Ah,8c,A,8,h,c,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
212,Ad8c,A8o,Ad,8c,A,8,d,c,0,0,offsuit,12,59.73,59.00,1.45,41.10,46.90,6.1,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
213,KhTs,KTo,Kh,Ts,K,T,h,s,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
214,KdTs,KTo,Kd,Ts,K,T,d,s,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
215,KcTs,KTo,Kc,Ts,K,T,c,s,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
216,KsTh,KTo,Ks,Th,K,T,s,h,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
217,KdTh,KTo,Kd,Th,K,T,d,h,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
218,KcTh,KTo,Kc,Th,K,T,c,h,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
219,KsTd,KTo,Ks,Td,K,T,s,d,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
220,KhTd,KTo,Kh,Td,K,T,h,d,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
221,KcTd,KTo,Kc,Td,K,T,c,d,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
222,KsTc,KTo,Ks,Tc,K,T,s,c,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
223,KhTc,KTo,Kh,Tc,K,T,h,c,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
224,KdTc,KTo,Kd,Tc,K,T,d,c,0,0,offsuit,12,59.56,58.84,1.45,42.90,49.10,6.8,Tier 3 (Playable),Open (CO/BTN only)
225,As4s,A4s,As,4s,A,4,s,s,1,0,suited,4,59.54,58.94,1.20,39.80,46.20,7.7,Tier 3 (Playable),Open (CO/BTN only)
226,Ah4h,A4s,Ah,4h,A,4,h,h,1,0,suited,4,59.54,58.94,1.20,39.80,46.20,7.7,Tier 3 (Playable),Open (CO/BTN only)
227,Ad4d,A4s,Ad,4d,A,4,d,d,1,0,suited,4,59.54,58.94,1.20,39.80,46.20,7.7,Tier 3 (Playable),Open (CO/BTN only)
228,Ac4c,A4s,Ac,4c,A,4,c,c,1,0,suited,4,59.54,58.94,1.20,39.80,46.20,7.7,Tier 3 (Playable),Open (CO/BTN only)
229,QsTs,QTs,Qs,Ts,Q,T,s,s,1,0,suited,4,59.48,58.88,1.20,43.10,49.80,8.0,Tier 3 (Playable),Open (CO/BTN only)
230,QhTh,QTs,Qh,Th,Q,T,h,h,1,0,suited,4,59.48,58.88,1.20,43.10,49.80,8.0,Tier 3 (Playable),Open (CO/BTN only)
231,QdTd,QTs,Qd,Td,Q,T,d,d,1,0,suited,4,59.48,58.88,1.20,43.10,49.80,8.0,Tier 3 (Playable),Open (CO/BTN only)
232,QcTc,QTs,Qc,Tc,Q,T,c,c,1,0,suited,4,59.48,58.88,1.20,43.10,49.80,8.0,Tier 3 (Playable),Open (CO/BTN only)
233,As3s,A3s,As,3s,A,3,s,s,1,0,suited,4,58.74,58.14,1.20,38.30,44.70,7.4,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
234,Ah3h,A3s,Ah,3h,A,3,h,h,1,0,suited,4,58.74,58.14,1.20,38.30,44.70,7.4,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
235,Ad3d,A3s,Ad,3d,A,3,d,d,1,0,suited,4,58.74,58.14,1.20,38.30,44.70,7.4,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
236,Ac3c,A3s,Ac,3c,A,3,c,c,1,0,suited,4,58.74,58.14,1.20,38.30,44.70,7.4,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
237,Ah7s,A7o,Ah,7s,A,7,h,s,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
238,Ad7s,A7o,Ad,7s,A,7,d,s,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
239,Ac7s,A7o,Ac,7s,A,7,c,s,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
240,As7h,A7o,As,7h,A,7,s,h,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
241,Ad7h,A7o,Ad,7h,A,7,d,h,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
242,Ac7h,A7o,Ac,7h,A,7,c,h,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
243,As7d,A7o,As,7d,A,7,s,d,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
244,Ah7d,A7o,Ah,7d,A,7,h,d,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
245,Ac7d,A7o,Ac,7d,A,7,c,d,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
246,As7c,A7o,As,7c,A,7,s,c,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
247,Ah7c,A7o,Ah,7c,A,7,h,c,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
248,Ad7c,A7o,Ad,7c,A,7,d,c,0,0,offsuit,12,58.67,57.95,1.45,38.80,44.90,5.7,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
249,Ks8s,K8s,Ks,8s,K,8,s,s,1,0,suited,4,58.48,57.88,1.20,38.60,45.30,6.9,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
250,Kh8h,K8s,Kh,8h,K,8,h,h,1,0,suited,4,58.48,57.88,1.20,38.60,45.30,6.9,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
251,Kd8d,K8s,Kd,8d,K,8,d,d,1,0,suited,4,58.48,57.88,1.20,38.60,45.30,6.9,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
252,Kc8c,K8s,Kc,8c,K,8,c,c,1,0,suited,4,58.48,57.88,1.20,38.60,45.30,6.9,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
253,QhJs,QJo,Qh,Js,Q,J,h,s,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
254,QdJs,QJo,Qd,Js,Q,J,d,s,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
255,QcJs,QJo,Qc,Js,Q,J,c,s,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
256,QsJh,QJo,Qs,Jh,Q,J,s,h,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
257,QdJh,QJo,Qd,Jh,Q,J,d,h,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
258,QcJh,QJo,Qc,Jh,Q,J,c,h,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
259,QsJd,QJo,Qs,Jd,Q,J,s,d,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
260,QhJd,QJo,Qh,Jd,Q,J,h,d,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
261,QcJd,QJo,Qc,Jd,Q,J,c,d,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
262,QsJc,QJo,Qs,Jc,Q,J,s,c,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
263,QhJc,QJo,Qh,Jc,Q,J,h,c,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
264,QdJc,QJo,Qd,Jc,Q,J,d,c,0,0,offsuit,12,58.07,57.34,1.45,42.40,48.80,7.0,Tier 3 (Playable),Open (CO/BTN only)
265,As2s,A2s,As,2s,A,2,s,s,1,0,suited,4,57.85,57.25,1.20,36.90,43.30,7.1,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
266,Ah2h,A2s,Ah,2h,A,2,h,h,1,0,suited,4,57.85,57.25,1.20,36.90,43.30,7.1,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
267,Ad2d,A2s,Ad,2d,A,2,d,d,1,0,suited,4,57.85,57.25,1.20,36.90,43.30,7.1,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
268,Ac2c,A2s,Ac,2c,A,2,c,c,1,0,suited,4,57.85,57.25,1.20,36.90,43.30,7.1,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
269,Ah5s,A5o,Ah,5s,A,5,h,s,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
270,Ad5s,A5o,Ad,5s,A,5,d,s,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
271,Ac5s,A5o,Ac,5s,A,5,c,s,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
272,As5h,A5o,As,5h,A,5,s,h,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
273,Ad5h,A5o,Ad,5h,A,5,d,h,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
274,Ac5h,A5o,Ac,5h,A,5,c,h,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
275,As5d,A5o,As,5d,A,5,s,d,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
276,Ah5d,A5o,Ah,5d,A,5,h,d,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
277,Ac5d,A5o,Ac,5d,A,5,c,d,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
278,As5c,A5o,As,5c,A,5,s,c,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
279,Ah5c,A5o,Ah,5c,A,5,h,c,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
280,Ad5c,A5o,Ad,5c,A,5,d,c,0,0,offsuit,12,57.73,57.00,1.45,37.60,44.00,6.0,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
281,Ks7s,K7s,Ks,7s,K,7,s,s,1,0,suited,4,57.68,57.08,1.20,36.60,43.40,6.5,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
282,Kh7h,K7s,Kh,7h,K,7,h,h,1,0,suited,4,57.68,57.08,1.20,36.60,43.40,6.5,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
283,Kd7d,K7s,Kd,7d,K,7,d,d,1,0,suited,4,57.68,57.08,1.20,36.60,43.40,6.5,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
284,Kc7c,K7s,Kc,7c,K,7,c,c,1,0,suited,4,57.68,57.08,1.20,36.60,43.40,6.5,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
285,Qs9s,Q9s,Qs,9s,Q,9,s,s,1,0,suited,4,57.59,56.99,1.20,38.50,45.70,7.3,Tier 3 (Playable),Open (CO/BTN only)
286,Qh9h,Q9s,Qh,9h,Q,9,h,h,1,0,suited,4,57.59,56.99,1.20,38.50,45.70,7.3,Tier 3 (Playable),Open (CO/BTN only)
287,Qd9d,Q9s,Qd,9d,Q,9,d,d,1,0,suited,4,57.59,56.99,1.20,38.50,45.70,7.3,Tier 3 (Playable),Open (CO/BTN only)
288,Qc9c,Q9s,Qc,9c,Q,9,c,c,1,0,suited,4,57.59,56.99,1.20,38.50,45.70,7.3,Tier 3 (Playable),Open (CO/BTN only)
289,JsTs,JTs,Js,Ts,J,T,s,s,1,0,suited,4,57.54,56.94,1.20,40.50,47.80,8.3,Tier 2 (Strong),Open (MP/CO/BTN)
290,JhTh,JTs,Jh,Th,J,T,h,h,1,0,suited,4,57.54,56.94,1.20,40.50,47.80,8.3,Tier 2 (Strong),Open (MP/CO/BTN)
291,JdTd,JTs,Jd,Td,J,T,d,d,1,0,suited,4,57.54,56.94,1.20,40.50,47.80,8.3,Tier 2 (Strong),Open (MP/CO/BTN)
292,JcTc,JTs,Jc,Tc,J,T,c,c,1,0,suited,4,57.54,56.94,1.20,40.50,47.80,8.3,Tier 2 (Strong),Open (MP/CO/BTN)
293,Ah6s,A6o,Ah,6s,A,6,h,s,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
294,Ad6s,A6o,Ad,6s,A,6,d,s,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
295,Ac6s,A6o,Ac,6s,A,6,c,s,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
296,As6h,A6o,As,6h,A,6,s,h,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
297,Ad6h,A6o,Ad,6h,A,6,d,h,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
298,Ac6h,A6o,Ac,6h,A,6,c,h,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
299,As6d,A6o,As,6d,A,6,s,d,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
300,Ah6d,A6o,Ah,6d,A,6,h,d,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
301,Ac6d,A6o,Ac,6d,A,6,c,d,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
302,As6c,A6o,As,6c,A,6,s,c,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
303,Ah6c,A6o,Ah,6c,A,6,h,c,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
304,Ad6c,A6o,Ad,6c,A,6,d,c,0,0,offsuit,12,57.44,56.71,1.45,36.60,42.90,5.3,Tier 5 (Trash),Pure Fold
305,Kh9s,K9o,Kh,9s,K,9,h,s,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
306,Kd9s,K9o,Kd,9s,K,9,d,s,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
307,Kc9s,K9o,Kc,9s,K,9,c,s,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
308,Ks9h,K9o,Ks,9h,K,9,s,h,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
309,Kd9h,K9o,Kd,9h,K,9,d,h,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
310,Kc9h,K9o,Kc,9h,K,9,c,h,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
311,Ks9d,K9o,Ks,9d,K,9,s,d,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
312,Kh9d,K9o,Kh,9d,K,9,h,d,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
313,Kc9d,K9o,Kc,9d,K,9,c,d,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
314,Ks9c,K9o,Ks,9c,K,9,s,c,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
315,Kh9c,K9o,Kh,9c,K,9,h,c,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
316,Kd9c,K9o,Kd,9c,K,9,d,c,0,0,offsuit,12,57.37,56.64,1.45,37.70,44.50,5.8,Tier 4 (Marginal),Steal/Defend (BTN/SB/BB only)
317,QhTs,QTo,Qh,Ts,Q,T,h,s,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
318,QdTs,QTo,Qd,Ts,Q,T,d,s,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
319,QcTs,QTo,Qc,Ts,Q,T,c,s,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
320,QsTh,QTo,Qs,Th,Q,T,s,h,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
321,QdTh,QTo,Qd,Th,Q,T,d,h,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
322,QcTh,QTo,Qc,Th,Q,T,c,h,0,0,offsuit,12,57.10,56.38,1.45,39.20,46.20,6.5,Tier 3 (Playable),Steal/Defend (BTN/SB/BB only)
